entity,country_code,extra_info
IRA,SB,"{""city"": ""Kirakira"", ""airport_name"": ""Ngorangora Airport""}"
SCZ,SB,"{""city"": ""Santa Cruz/Graciosa Bay/Luova"", ""airport_name"": ""Santa Cruz/Graciosa Bay/Luova Airport""}"
MUA,SB,"{""city"": ""Munda"", ""airport_name"": ""Munda Airport""}"
GZO,SB,"{""city"": ""Gizo"", ""airport_name"": ""Nusatupe Airport""}"
MNY,SB,"{""city"": ""Stirling Island"", ""airport_name"": ""Mono Airport""}"
PRS,SB,"{""city"": ""Parasi"", ""airport_name"": ""Parasi Airport""}"
RNL,SB,"{""city"": ""Rennell Island"", ""airport_name"": ""Rennell/Tingoa Airport""}"
EGM,SB,"{""city"": ""Sege"", ""airport_name"": ""Sege Airport""}"
NNB,SB,"{""city"": ""Santa Ana Island"", ""airport_name"": ""Santa Ana Airport""}"
RUS,SB,"{""city"": ""Marau"", ""airport_name"": ""Marau Airport""}"
VAO,SB,"{""city"": ""Suavanao"", ""airport_name"": ""Suavanao Airport""}"
XYA,SB,"{""city"": ""Yandina"", ""airport_name"": ""Yandina Airport""}"
AGK,PG,"{""city"": ""Kagua"", ""airport_name"": ""Kagua Airport""}"
KGE,SB,"{""city"": ""Kagau Island"", ""airport_name"": ""Kaghau Airport""}"
KUE,SB,"{""city"": ""Kolombangara Island"", ""airport_name"": ""Kukudu Airport""}"
KWS,SB,"{""city"": ""Kwailabesi"", ""airport_name"": ""Kwailabesi Airport""}"
LLM,SB,"{""city"": ""Lomlom"", ""airport_name"": ""Lomlom Airport""}"
NAZ,SB,"{""city"": ""Star Harbor"", ""airport_name"": ""Nana Airport""}"
MHM,SB,"{""city"": ""Manaoba"", ""airport_name"": ""Manaoba Airport""}"
GTA,SB,"{""city"": ""Gatokae"", ""airport_name"": ""Gatokae Aerodrome""}"
RIN,SB,"{""city"": ""Ringi Cove"", ""airport_name"": ""Ringi Cove Airport""}"
RBV,SB,"{""city"": ""Ramata"", ""airport_name"": ""Ramata Airport""}"
TLG,SB,"{""city"": ""Tulaghi Island"", ""airport_name"": ""Tulaghi Heliport""}"
AGY,AU,"{""city"": ""Argyle Downs"", ""airport_name"": ""Argyle Downs Airport""}"
AHY,MG,"{""city"": ""Ambatolahy"", ""airport_name"": ""Ambatolhy Airport""}"
AIC,MH,"{""city"": ""Bigatyelang Island"", ""airport_name"": ""Ailinglaplap Airok Airport""}"
CEX,US,"{""city"": ""Chena Hot Springs"", ""airport_name"": ""Chena Hot Springs Airport""}"
SOL,US,"{""city"": ""Solomon"", ""airport_name"": ""Solomon State Field""}"
HED,US,"{""city"": ""Herendeen Bay"", ""airport_name"": ""Herendeen Bay Airport""}"
TWE,US,"{""city"": ""Taylor"", ""airport_name"": ""Taylor Airport""}"
KTH,US,"{""city"": ""Tikchik"", ""airport_name"": ""Tikchik Lodge Seaplane Base""}"
NKI,US,"{""city"": ""Tuxekan Island"", ""airport_name"": ""Naukati Bay Seaplane Base""}"
CDL,US,"{""city"": ""Candle"", ""airport_name"": ""Candle 2 Airport""}"
AOS,US,"{""city"": ""Amook Bay"", ""airport_name"": ""Amook Bay Seaplane Base""}"
BSW,US,"{""city"": ""Boswell Bay"", ""airport_name"": ""Boswell Bay Airport""}"
AKM,TD,"{""city"": ""ZaKouma"", ""airport_name"": ""Zakuoma Airport""}"
ALZ,US,"{""city"": ""Lazy Bay"", ""airport_name"": ""Alitak Seaplane Base""}"
AME,MZ,"{""city"": ""Alto Molocue"", ""airport_name"": ""Alto Molocue Airport""}"
AMY,MG,"{""city"": """", ""airport_name"": ""Ambatomainty Airport""}"
INU,NR,"{""city"": ""Yaren District"", ""airport_name"": ""Nauru International Airport""}"
ANZ,AU,"{""city"": ""Angus Downs Station"", ""airport_name"": ""Angus Downs Airport""}"
CTV,AO,"{""city"": ""Saurimo"", ""airport_name"": ""Catoca Airport""}"
ANL,AO,"{""city"": ""Andulo"", ""airport_name"": ""Andulo Airport""}"
CNZ,AO,"{""city"": ""Cangamba"", ""airport_name"": ""Cangamba Airport""}"
DRC,AO,"{""city"": ""Dirico"", ""airport_name"": ""Dirico Airport""}"
NDF,AO,"{""city"": ""N'dalatando"", ""airport_name"": ""N'dalatando Airport""}"
AOB,PG,"{""city"": """", ""airport_name"": ""Annanberg Airport""}"
AOD,TD,"{""city"": ""Abou-Deïa"", ""airport_name"": ""Abou-Deïa Airport""}"
APP,PG,"{""city"": """", ""airport_name"": ""Asapa Airport""}"
AQY,US,"{""city"": ""Girdwood"", ""airport_name"": ""Girdwood-Alyeska Airport""}"
QRF,AR,"{""city"": ""Bragado"", ""airport_name"": ""Bragado Airport""}"
CVI,AR,"{""city"": ""Caleta Olivia"", ""airport_name"": ""Caleta Olivia Airport""}"
CNT,AR,"{""city"": ""Charata"", ""airport_name"": ""Charata Airport""}"
VGS,AR,"{""city"": ""General Villegas"", ""airport_name"": ""General Villegas Airport""}"
LMD,AR,"{""city"": ""Los Menucos"", ""airport_name"": ""Los Menucos Airport""}"
VCF,AR,"{""city"": ""Valcheta"", ""airport_name"": ""Valcheta Airport""}"
CPG,AR,"{""city"": ""Carmen de Patagones"", ""airport_name"": ""Carmen de Patagones Airport""}"
ARP,PG,"{""city"": """", ""airport_name"": ""Aragip Airport""}"
ASZ,PG,"{""city"": """", ""airport_name"": ""Asirim Airport""}"
LYT,AU,"{""city"": ""Lady Elliot Island"", ""airport_name"": ""Lady Elliot Island Airstrip""}"
GYZ,AU,"{""city"": ""Cosmo Newbery"", ""airport_name"": ""Gruyere Airport""}"
AGW,AU,"{""city"": ""Agnew"", ""airport_name"": ""Agnew Airport""}"
AYD,AU,"{""city"": ""Alroy Downs"", ""airport_name"": ""Alroy Downs Airport""}"
BYX,AU,"{""city"": ""Baniyala"", ""airport_name"": ""Baniyala Airport""}"
COB,AU,"{""city"": ""Coolibah"", ""airport_name"": ""Coolibah Airport""}"
CRJ,AU,"{""city"": ""Coorabie"", ""airport_name"": ""Coorabie Airport""}"
CRY,AU,"{""city"": ""Carlton Hill"", ""airport_name"": ""Carlton Hill Airport""}"
CSD,AU,"{""city"": ""Cresswell Downs"", ""airport_name"": ""Cresswell Downs Airport""}"
DYM,AU,"{""city"": ""Diamantina Lakes"", ""airport_name"": ""Diamantina Lakes Airport""}"
HIS,AU,"{""city"": ""Hayman Island"", ""airport_name"": ""Hayman Island Resort Seaplane Base""}"
HLV,AU,"{""city"": ""Helenvale"", ""airport_name"": ""Helenvale Airport""}"
KBD,AU,"{""city"": ""Kimberley Downs"", ""airport_name"": ""Kimberley Downs Airport""}"
KGR,AU,"{""city"": ""Ghan"", ""airport_name"": ""Kulgera Airport""}"
PEP,AU,"{""city"": ""Peppimenarti"", ""airport_name"": ""Peppimenarti Airport""}"
RDA,AU,"{""city"": ""Rockhampton Downs"", ""airport_name"": ""Rockhampton Downs Airport""}"
SSK,AU,"{""city"": ""Sturt Creek"", ""airport_name"": ""Sturt Creek Airport""}"
SWB,AU,"{""city"": ""Shaw River"", ""airport_name"": ""Shaw River Airport""}"
TWP,AU,"{""city"": ""Torwood"", ""airport_name"": ""Torwood Airport""}"
ZVG,AU,"{""city"": ""Springvale"", ""airport_name"": ""Springvale Airport""}"
AWR,PG,"{""city"": ""Awar"", ""airport_name"": ""Awar Airport (unusable)""}"
AXF,CN,"{""city"": ""Bayanhot"", ""airport_name"": ""Alxa Left Banner Bayanhot Airport""}"
AXO,ID,"{""city"": ""Kabir"", ""airport_name"": ""Pantar Kabir Airport""}"
AMF,PG,"{""city"": """", ""airport_name"": ""Ama Airport""}"
UAE,PG,"{""city"": ""Aue"", ""airport_name"": ""Mount Aue Airport""}"
AFR,PG,"{""city"": ""Afore"", ""airport_name"": ""Afore Airstrip""}"
AUP,PG,"{""city"": ""Agaun"", ""airport_name"": ""Agaun Airport""}"
ATP,PG,"{""city"": ""Aitape"", ""airport_name"": ""Aitape Airport""}"
AIH,PG,"{""city"": ""Aiambak"", ""airport_name"": ""Aiambak Airport""}"
AMU,PG,"{""city"": ""Amanab"", ""airport_name"": ""Amanab Airport""}"
ADC,PG,"{""city"": ""Andekombe"", ""airport_name"": ""Andakombe Airport""}"
AIE,PG,"{""city"": ""Aiome"", ""airport_name"": ""Aiome Airport""}"
KPM,PG,"{""city"": """", ""airport_name"": ""Kompiam Airport""}"
AUJ,PG,"{""city"": ""Ambunti"", ""airport_name"": ""Ambunti Airport""}"
AWB,PG,"{""city"": ""Awaba"", ""airport_name"": ""Awaba Airport""}"
AEK,PG,"{""city"": ""Aseki"", ""airport_name"": ""Aseki Airport""}"
AYU,PG,"{""city"": ""Aiyura Valley"", ""airport_name"": ""Aiyura Airport""}"
VMU,PG,"{""city"": ""Baimuru"", ""airport_name"": ""Baimuru Airport""}"
BCP,PG,"{""city"": ""Bambu"", ""airport_name"": ""Bambu Airport""}"
BNM,PG,"{""city"": ""Bodinumu"", ""airport_name"": ""Bodinumu Airport""}"
BMZ,PG,"{""city"": ""Bamu"", ""airport_name"": ""Bamu Airport""}"
BDZ,PG,"{""city"": """", ""airport_name"": ""Baindoung Airport""}"
BSP,PG,"{""city"": ""Bensbach"", ""airport_name"": ""Bensbach Airport""}"
BWP,PG,"{""city"": ""Bewani"", ""airport_name"": ""Bewani Airport""}"
BUA,PG,"{""city"": ""Buka Island"", ""airport_name"": ""Buka Airport""}"
BAA,PG,"{""city"": ""Bialla, Matalilu, Ewase"", ""airport_name"": ""Bialla Airport""}"
OPU,PG,"{""city"": ""Balimo"", ""airport_name"": ""Balimo Airport""}"
BMH,PG,"{""city"": ""Bomai"", ""airport_name"": ""Bomai Airport""}"
BPD,PG,"{""city"": ""Bapi"", ""airport_name"": ""Bapi Airstrip""}"
BPK,PG,"{""city"": ""Biangabip"", ""airport_name"": ""Biangabip Airport""}"
BRP,PG,"{""city"": ""Biaru"", ""airport_name"": ""Biaru Airport""}"
BUL,PG,"{""city"": ""Bulolo"", ""airport_name"": ""Bulolo Airport""}"
XBN,PG,"{""city"": ""Biniguni"", ""airport_name"": ""Biniguni Airport""}"
CVB,PG,"{""city"": ""Chungribu"", ""airport_name"": ""Chungribu Airport""}"
CGC,PG,"{""city"": ""Cape Gloucester"", ""airport_name"": ""Cape Gloucester Airport""}"
CMU,PG,"{""city"": ""Kundiawa"", ""airport_name"": ""Chimbu Airport""}"
SQT,PG,"{""city"": ""Samarai Island"", ""airport_name"": ""China Strait Airstrip""}"
DBP,PG,"{""city"": ""Debepare"", ""airport_name"": ""Debepare Airport""}"
DER,PG,"{""city"": ""Derim"", ""airport_name"": ""Derim Airport""}"
BNT,PG,"{""city"": ""Bundi"", ""airport_name"": ""Bundi Airport""}"
MDM,PG,"{""city"": ""Munduku"", ""airport_name"": ""Munduku Airport""}"
KPF,PG,"{""city"": ""Kondobol"", ""airport_name"": ""Kondobol Airport""}"
DNU,PG,"{""city"": ""Dinangat"", ""airport_name"": ""Dinangat Airport""}"
DOI,PG,"{""city"": ""Castori Islets"", ""airport_name"": ""Doini Airport""}"
DOO,PG,"{""city"": ""Dorobisoro"", ""airport_name"": ""Dorobisoro Airport""}"
DAU,PG,"{""city"": ""Daru"", ""airport_name"": ""Daru Airport""}"
KRU,PG,"{""city"": ""Gunim"", ""airport_name"": ""Kerau Airport""}"
EMS,PG,"{""city"": ""Embessa"", ""airport_name"": ""Embessa Airport""}"
XYR,PG,"{""city"": ""Yellow River Mission"", ""airport_name"": ""Edwaki Airport""}"
EMI,PG,"{""city"": ""Emirau Island"", ""airport_name"": ""Emirau Airport""}"
EFG,PG,"{""city"": ""Efogi"", ""airport_name"": ""Efogi Airport""}"
MHY,PG,"{""city"": ""Morehead"", ""airport_name"": ""Morehead Airport""}"
EPT,PG,"{""city"": ""Eliptamin"", ""airport_name"": ""Eliptamin Airport""}"
EGA,PG,"{""city"": ""Engati"", ""airport_name"": ""Engati Airstrip""}"
EMO,PG,"{""city"": ""Emo Mission"", ""airport_name"": ""Emo River Airstrip""}"
ERU,PG,"{""city"": ""Erume"", ""airport_name"": ""Erume Airport""}"
MFZ,PG,"{""city"": ""Demgulu"", ""airport_name"": ""Meselia Airport""}"
BOT,PG,"{""city"": ""Bosset"", ""airport_name"": ""Bosset Airport""}"
ERE,PG,"{""city"": ""Erave"", ""airport_name"": ""Erave Airport""}"
SWE,PG,"{""city"": ""Siwea"", ""airport_name"": ""Siwea Airport""}"
FNE,PG,"{""city"": ""Fane Mission"", ""airport_name"": ""Fane Airport""}"
FRQ,PG,"{""city"": ""Feramin"", ""airport_name"": ""Feramin Airport""}"
FIN,PG,"{""city"": ""Buki"", ""airport_name"": ""Finschhafen Airport""}"
FAQ,PG,"{""city"": ""Frieda River"", ""airport_name"": ""Frieda River Airport""}"
FUM,PG,"{""city"": ""Fuma"", ""airport_name"": ""Fuma Airport""}"
GKA,PG,"{""city"": ""Goronka"", ""airport_name"": ""Goroka Airport""}"
GEW,PG,"{""city"": ""Gewoia"", ""airport_name"": ""Gewoia Airport""}"
GUG,PG,"{""city"": ""Guari"", ""airport_name"": ""Guari Airport""}"
GRL,PG,"{""city"": ""Au"", ""airport_name"": ""Garasa Airport""}"
GAR,PG,"{""city"": ""Garaina"", ""airport_name"": ""Garaina Airport""}"
GAZ,PG,"{""city"": ""Woodlark (Muyua) Island"", ""airport_name"": ""Guasopa Airport""}"
GOE,PG,"{""city"": ""Gonaili"", ""airport_name"": ""Gonaili Airport""}"
GUR,PG,"{""city"": ""Gurney"", ""airport_name"": ""Gurney Airport""}"
GAP,PG,"{""city"": ""Gusap"", ""airport_name"": ""Gusap Airport""}"
PNP,PG,"{""city"": ""Popondetta"", ""airport_name"": ""Girua Airport""}"
GBC,PG,"{""city"": ""Gasuke"", ""airport_name"": ""Gasuke Airport""}"
GMI,PG,"{""city"": ""Gasmata Island"", ""airport_name"": ""Gasmata Island Airport""}"
AKG,PG,"{""city"": ""Anguganak"", ""airport_name"": ""Anguganak Airport""}"
GVI,PG,"{""city"": ""Green River"", ""airport_name"": ""Green River Airport""}"
GOC,PG,"{""city"": ""Gora"", ""airport_name"": ""Gora Airstrip""}"
HBD,PG,"{""city"": ""Habi"", ""airport_name"": ""Habi Airport""}"
HNI,PG,"{""city"": ""Heiweni"", ""airport_name"": ""Heiweni Airport""}"
HYF,PG,"{""city"": ""Bainyik"", ""airport_name"": ""Hayfields Airport""}"
HNN,PG,"{""city"": ""Honinabi"", ""airport_name"": ""Honinabi Airport""}"
HKN,PG,"{""city"": ""Kimbe"", ""airport_name"": ""Hoskins Airport""}"
HIT,PG,"{""city"": ""Haivaro"", ""airport_name"": ""Haivaro Airport""}"
HWA,PG,"{""city"": ""Hawabango"", ""airport_name"": ""Hawabango Airport""}"
IIS,PG,"{""city"": ""Nissan Island"", ""airport_name"": ""Nissan Island Airport""}"
IDN,PG,"{""city"": ""Indagen"", ""airport_name"": ""Indagen Airport""}"
IMN,PG,"{""city"": ""Imane"", ""airport_name"": ""Imane Airport""}"
KGM,PG,"{""city"": ""Kungim"", ""airport_name"": ""Kungim Airport""}"
IMD,PG,"{""city"": ""Imonda"", ""airport_name"": ""Imonda Airport""}"
KIE,PG,"{""city"": ""Kieta"", ""airport_name"": ""Aropa Airport""}"
IAL,PG,"{""city"": ""Ialibu"", ""airport_name"": ""Ialibu Airport""}"
WSA,PG,"{""city"": ""Wasua"", ""airport_name"": ""Wasua Airport""}"
WIU,PG,"{""city"": ""Garove Island"", ""airport_name"": ""Witu Airport""}"
MPX,PG,"{""city"": ""Miyanmin"", ""airport_name"": ""Miyanmin Airport""}"
KGH,PG,"{""city"": ""Yongai"", ""airport_name"": ""Yongai Airport""}"
JOP,PG,"{""city"": ""Josephstaal"", ""airport_name"": ""Josephstaal Airport""}"
LSA,PG,"{""city"": ""Losuia"", ""airport_name"": ""Losuia Airport""}"
KBM,PG,"{""city"": """", ""airport_name"": ""Kabwum""}"
KDR,PG,"{""city"": ""Kandrian"", ""airport_name"": ""Kandrian Airport""}"
KMF,PG,"{""city"": ""Hoieti"", ""airport_name"": ""Kamina Airport""}"
KPA,PG,"{""city"": ""Kopiago"", ""airport_name"": ""Kopiago Airport""}"
KAQ,PG,"{""city"": ""Kamulai Mission"", ""airport_name"": ""Kamulai Airport""}"
UNG,PG,"{""city"": ""Kiunga"", ""airport_name"": ""Kiunga Airport""}"
KNE,PG,"{""city"": ""Kanainj"", ""airport_name"": ""Kanainj Airport""}"
KRI,PG,"{""city"": ""Kikori"", ""airport_name"": ""Kikori Airport""}"
KMA,PG,"{""city"": ""Kerema"", ""airport_name"": ""Kerema Airport""}"
KKD,PG,"{""city"": ""Kokoda"", ""airport_name"": ""Kokoda Airport""}"
KGW,PG,"{""city"": ""Kagi"", ""airport_name"": ""Kagi Airport""}"
KRX,PG,"{""city"": ""Kar Kar Island"", ""airport_name"": ""Kar Kar Airport""}"
KZF,PG,"{""city"": ""Kaintiba"", ""airport_name"": ""Kaintiba Airport""}"
KUQ,PG,"{""city"": ""Kuri"", ""airport_name"": ""Kuri Airport""}"
KVG,PG,"{""city"": ""Kavieng"", ""airport_name"": ""Kavieng Airport""}"
KWO,PG,"{""city"": ""Kawito"", ""airport_name"": ""Kawito Airport""}"
LNV,PG,"{""city"": ""Londolovit"", ""airport_name"": ""Londolovit Airport""}"
LAB,PG,"{""city"": ""Lab Lab Mission"", ""airport_name"": ""Lab Lab Airport""}"
KEG,PG,"{""city"": ""Denglagu Mission"", ""airport_name"": ""Keglsugl Airport""}"
KII,PG,"{""city"": ""Kibuli"", ""airport_name"": ""Kibuli Airstrip""}"
LGN,PG,"{""city"": ""Linga Linga"", ""airport_name"": ""Linga Linga Airport""}"
LNM,PG,"{""city"": """", ""airport_name"": ""Langimar Airport""}"
LWI,PG,"{""city"": ""Lowai"", ""airport_name"": ""Lowai Airport""}"
LPN,PG,"{""city"": ""Leron Plains"", ""airport_name"": ""Leron Plains Airport""}"
LNG,PG,"{""city"": ""Lese"", ""airport_name"": ""Lese Airport""}"
LNC,PG,"{""city"": """", ""airport_name"": ""Lengbati Airport""}"
LMI,PG,"{""city"": ""Lumi"", ""airport_name"": ""Lumi Airport""}"
LSJ,PG,"{""city"": ""Long Island"", ""airport_name"": ""Long Island Airport""}"
AYM,AE,"{""city"": ""Abu Dhabi"", ""airport_name"": ""Yas Island Seaplane Base""}"
MRM,PG,"{""city"": ""Manari"", ""airport_name"": ""Manari Airport""}"
OBM,PG,"{""city"": ""Morobe"", ""airport_name"": ""Morobe Airport""}"
MYX,PG,"{""city"": ""Menyamya"", ""airport_name"": ""Menyamya Airport""}"
MAG,PG,"{""city"": ""Madang"", ""airport_name"": ""Madang Airport""}"
HGU,PG,"{""city"": ""Mount Hagen"", ""airport_name"": ""Mount Hagen Kagamuga Airport""}"
MXK,PG,"{""city"": ""Mindik"", ""airport_name"": ""Mindik Airport""}"
MPG,PG,"{""city"": ""Makini"", ""airport_name"": ""Makini Airport""}"
GUV,PG,"{""city"": ""Mougulu"", ""airport_name"": ""Mougulu Airport""}"
MDU,PG,"{""city"": ""Mendi"", ""airport_name"": ""Mendi Airport""}"
MAS,PG,"{""city"": ""Manus Island"", ""airport_name"": ""Momote Airport""}"
MLQ,PG,"{""city"": ""Malalaua"", ""airport_name"": ""Malalaua Airport""}"
MQO,PG,"{""city"": ""Malam"", ""airport_name"": ""Malam Airport""}"
