entity,country_code,extra_info
labuan,MY,"{""category"": ""island""}"
semporna,MY,"{""category"": ""town""}"
malacca town,MY,"{""category"": ""town""}"
mulu,MY,"{""category"": ""town""}"
tanah rata,MY,"{""category"": ""town""}"
rawa island,MY,"{""category"": ""island""}"
batu ferringhi,MY,"{""category"": ""town""}"
kundasang,MY,"{""category"": ""town""}"
kapas island,MY,"{""category"": ""island""}"
bako,MY,"{""category"": ""town""}"
langkah syabas beach,MY,"{""category"": ""town""}"
port dickson,MY,"{""category"": ""town""}"
pulau tiga,MY,"{""category"": ""island""}"
bandar seri begawan,MY,"{""category"": ""city""}"
sabah,MY,"{""category"": ""city""}"
sarawak,MY,"{""category"": ""city""}"
kinabalu park,MY,"{""category"": ""town""}"
zakopane,PL,"{""category"": ""town""}"
sopot,PL,"{""category"": ""city""}"
malbork,PL,"{""category"": ""town""}"
wieliczka,PL,"{""category"": ""town""}"
zamość,PL,"{""category"": ""city""}"
kazimierz dolny,PL,"{""category"": ""town""}"
auschwitz (oświęcim),PL,"{""category"": ""town""}"
krynica-zdrój,PL,"{""category"": ""town""}"
świnoujście,PL,"{""category"": ""city""}"
kołobrzeg,PL,"{""category"": ""city""}"
hel,PL,"{""category"": ""town""}"
ustka,PL,"{""category"": ""town""}"
międzyzdroje,PL,"{""category"": ""town""}"
cieszyn,PL,"{""category"": ""town""}"
sandomierz,PL,"{""category"": ""town""}"
gniezno,PL,"{""category"": ""city""}"
łeba,PL,"{""category"": ""town""}"
kudowa-zdrój,PL,"{""category"": ""town""}"
szklarska poręba,PL,"{""category"": ""town""}"
karpacz,PL,"{""category"": ""town""}"
bukowina tatrzańska,PL,"{""category"": ""town""}"
giżycko,PL,"{""category"": ""town""}"
mikołajki,PL,"{""category"": ""town""}"
augustów,PL,"{""category"": ""town""}"
władysławowo,PL,"{""category"": ""town""}"
niagara falls,CA,"{""category"": ""city""}"
quebec city,CA,"{""category"": ""city""}"
banff,CA,"{""category"": ""town""}"
whistler,CA,"{""category"": ""town""}"
jasper,CA,"{""category"": ""town""}"
prince edward island,CA,"{""category"": ""island""}"
lake louise,CA,"{""category"": ""town""}"
vancouver island,CA,"{""category"": ""island""}"
charlottetown,CA,"{""category"": ""city""}"
tofino,CA,"{""category"": ""town""}"
cape breton island,CA,"{""category"": ""island""}"
mont-tremblant,CA,"{""category"": ""town""}"
fredericton,CA,"{""category"": ""city""}"
gros morne,CA,"{""category"": ""town""}"
canmore,CA,"{""category"": ""town""}"
whitehorse,CA,"{""category"": ""city""}"
churchill,CA,"{""category"": ""town""}"
yellowknife,CA,"{""category"": ""city""}"
thousand islands,CA,"{""category"": ""island""}"
iqaluit,CA,"{""category"": ""city""}"
saint john,CA,"{""category"": ""city""}"
stratford,CA,"{""category"": ""city""}"
kamloops,CA,"{""category"": ""city""}"
lunenburg,CA,"{""category"": ""town""}"
nanaimo,CA,"{""category"": ""city""}"
grande prairie,CA,"{""category"": ""city""}"
tsim sha tsui,HK,"{""category"": ""town""}"
central,HK,"{""category"": ""town""}"
causeway bay,HK,"{""category"": ""town""}"
mong kok,HK,"{""category"": ""town""}"
lantau island,HK,"{""category"": ""island""}"
victoria harbour,HK,"{""category"": ""town""}"
sheung wan,HK,"{""category"": ""town""}"
sai kung,HK,"{""category"": ""town""}"
stanley,HK,"{""category"": ""town""}"
repulse bay,HK,"{""category"": ""town""}"
lamma island,HK,"{""category"": ""island""}"
cheung chau,HK,"{""category"": ""island""}"
tai o,HK,"{""category"": ""town""}"
ngong ping,HK,"{""category"": ""town""}"
discovery bay,HK,"{""category"": ""town""}"
peng chau,HK,"{""category"": ""island""}"
north point,HK,"{""category"": ""town""}"
mui wo,HK,"{""category"": ""town""}"
yau ma tei,HK,"{""category"": ""town""}"
kennedy town,HK,"{""category"": ""town""}"
ma wan,HK,"{""category"": ""island""}"
shek o,HK,"{""category"": ""town""}"
ap lei chau,HK,"{""category"": ""island""}"
quarry bay,HK,"{""category"": ""town""}"
hung hom,HK,"{""category"": ""town""}"
happy valley,HK,"{""category"": ""town""}"
po toi island,HK,"{""category"": ""island""}"
lok ma chau,HK,"{""category"": ""town""}"
sha tau kok,HK,"{""category"": ""town""}"
ping shan,HK,"{""category"": ""town""}"
tai tam,HK,"{""category"": ""town""}"
jordan,HK,"{""category"": ""town""}"
prince edward,HK,"{""category"": ""town""}"
fo tan,HK,"{""category"": ""town""}"
kowloon tong,HK,"{""category"": ""town""}"
chefchaouen,MA,"{""category"": ""town""}"
essaouira,MA,"{""category"": ""city""}"
ouarzazate,MA,"{""category"": ""city""}"
merzouga,MA,"{""category"": ""town""}"
asilah,MA,"{""category"": ""town""}"
taroudant,MA,"{""category"": ""city""}"
tinghir,MA,"{""category"": ""town""}"
ifrane,MA,"{""category"": ""town""}"
moulay idriss,MA,"{""category"": ""town""}"
taghazout,MA,"{""category"": ""town""}"
dakhla,MA,"{""category"": ""city""}"
erfoud,MA,"{""category"": ""town""}"
zagora,MA,"{""category"": ""town""}"
midelt,MA,"{""category"": ""town""}"
tiznit,MA,"{""category"": ""town""}"
azrou,MA,"{""category"": ""town""}"
martil,MA,"{""category"": ""town""}"
imouzzer,MA,"{""category"": ""town""}"
sidi ifni,MA,"{""category"": ""town""}"
tan-tan,MA,"{""category"": ""town""}"
oualidia,MA,"{""category"": ""town""}"
m'hamid,MA,"{""category"": ""town""}"
mirleft,MA,"{""category"": ""town""}"
tafraoute,MA,"{""category"": ""town""}"
tarfaya,MA,"{""category"": ""town""}"
laayoune,MA,"{""category"": ""city""}"
ain leuh,MA,"{""category"": ""town""}"
tafraout,MA,"{""category"": ""town""}"
fnideq,MA,"{""category"": ""town""}"
tamraght,MA,"{""category"": ""town""}"
madeira,PT,"{""category"": ""island""}"
sintra,PT,"{""category"": ""town""}"
faro,PT,"{""category"": ""city""}"
albufeira,PT,"{""category"": ""town""}"
lagos,PT,"{""category"": ""town""}"
cascais,PT,"{""category"": ""town""}"
évora,PT,"{""category"": ""city""}"
aveiro,PT,"{""category"": ""city""}"
portimão,PT,"{""category"": ""town""}"
óbidos,PT,"{""category"": ""town""}"
tavira,PT,"{""category"": ""town""}"
guimarães,PT,"{""category"": ""city""}"
nazaré,PT,"{""category"": ""town""}"
peniche,PT,"{""category"": ""town""}"
são miguel,PT,"{""category"": ""island""}"
tomar,PT,"{""category"": ""town""}"
vila nova de gaia,PT,"{""category"": ""city""}"
viana do castelo,PT,"{""category"": ""city""}"
alcobaça,PT,"{""category"": ""town""}"
ericeira,PT,"{""category"": ""town""}"
batalha,PT,"{""category"": ""town""}"
ponta delgada,PT,"{""category"": ""city""}"
bragança,PT,"{""category"": ""city""}"
viseu,PT,"{""category"": ""city""}"
monsaraz,PT,"{""category"": ""town""}"
marvão,PT,"{""category"": ""town""}"
terceira,PT,"{""category"": ""island""}"
santarém,PT,"{""category"": ""city""}"
vila real,PT,"{""category"": ""city""}"
leiria,PT,"{""category"": ""city""}"
castelo branco,PT,"{""category"": ""city""}"
beja,PT,"{""category"": ""city""}"
portalegre,PT,"{""category"": ""city""}"
carvoeiro,PT,"{""category"": ""town""}"
sagres,PT,"{""category"": ""town""}"
sesimbra,PT,"{""category"": ""town""}"
estoril,PT,"{""category"": ""town""}"
mafra,PT,"{""category"": ""town""}"
monsanto,PT,"{""category"": ""town""}"
faial,PT,"{""category"": ""island""}"
pico,PT,"{""category"": ""island""}"
flores,PT,"{""category"": ""island""}"
são jorge,PT,"{""category"": ""island""}"
corvo,PT,"{""category"": ""island""}"
jeju island,KR,"{""category"": ""island""}"
sokcho,KR,"{""category"": ""city""}"
ulleungdo,KR,"{""category"": ""island""}"
namiseom,KR,"{""category"": ""island""}"
paju,KR,"{""category"": ""city""}"
yangyang,KR,"{""category"": ""town""}"
tongyeong,KR,"{""category"": ""city""}"
geoje,KR,"{""category"": ""island""}"
gimhae,KR,"{""category"": ""city""}"
boseong,KR,"{""category"": ""town""}"
yangpyeong,KR,"{""category"": ""town""}"
jinhae,KR,"{""category"": ""town""}"
gapyeong,KR,"{""category"": ""town""}"
anmyeondo,KR,"{""category"": ""island""}"
mungyeong,KR,"{""category"": ""city""}"
namwon,KR,"{""category"": ""city""}"
danyang,KR,"{""category"": ""town""}"
gangwha island,KR,"{""category"": ""island""}"
pyeongchang,KR,"{""category"": ""town""}"
ganghwado,KR,"{""category"": ""island""}"
wando,KR,"{""category"": ""island""}"
seosan,KR,"{""category"": ""city""}"
uljin,KR,"{""category"": ""town""}"
hwaseong,KR,"{""category"": ""city""}"
gongju,KR,"{""category"": ""city""}"
geumodo,KR,"{""category"": ""island""}"
gochang,KR,"{""category"": ""town""}"
gyeongpo,KR,"{""category"": ""town""}"
dubrovnik,HR,"{""category"": ""city""}"
hvar,HR,"{""category"": ""island""}"
rovinj,HR,"{""category"": ""town""}"
zadar,HR,"{""category"": ""city""}"
plitvice lakes,HR,"{""category"": ""town""}"
korčula,HR,"{""category"": ""island""}"
pula,HR,"{""category"": ""city""}"
brač,HR,"{""category"": ""island""}"
krka,HR,"{""category"": ""town""}"
trogir,HR,"{""category"": ""town""}"
makarska,HR,"{""category"": ""town""}"
vis,HR,"{""category"": ""island""}"
šibenik,HR,"{""category"": ""city""}"
mljet,HR,"{""category"": ""island""}"
opatija,HR,"{""category"": ""town""}"
krk,HR,"{""category"": ""island""}"
rab,HR,"{""category"": ""island""}"
pag,HR,"{""category"": ""island""}"
cres,HR,"{""category"": ""island""}"
lošinj,HR,"{""category"": ""island""}"
poreč,HR,"{""category"": ""town""}"
motovun,HR,"{""category"": ""town""}"
cavtat,HR,"{""category"": ""town""}"
umag,HR,"{""category"": ""town""}"
primošten,HR,"{""category"": ""town""}"
lastovo,HR,"{""category"": ""island""}"
vodice,HR,"{""category"": ""town""}"
murter,HR,"{""category"": ""island""}"
nin,HR,"{""category"": ""town""}"
biograd na moru,HR,"{""category"": ""town""}"
novigrad,HR,"{""category"": ""town""}"
ston,HR,"{""category"": ""town""}"
vrbnik,HR,"{""category"": ""town""}"
crikvenica,HR,"{""category"": ""town""}"
pučišća,HR,"{""category"": ""town""}"
stari grad,HR,"{""category"": ""town""}"
vrsar,HR,"{""category"": ""town""}"
fažana,HR,"{""category"": ""town""}"
lovran,HR,"{""category"": ""town""}"
tribunj,HR,"{""category"": ""town""}"
dugi otok,HR,"{""category"": ""island""}"
supetar,HR,"{""category"": ""town""}"
karlobag,HR,"{""category"": ""town""}"
omiš,HR,"{""category"": ""town""}"
skradin,HR,"{""category"": ""town""}"
rabac,HR,"{""category"": ""town""}"
novi vinodolski,HR,"{""category"": ""town""}"
suzdal,RU,"{""category"": ""town""}"
sakhalin,RU,"{""category"": ""island""}"
rostov-on-don,RU,"{""category"": ""city""}"
kizhi,RU,"{""category"": ""island""}"
vyborg,RU,"{""category"": ""town""}"
kazan island,RU,"{""category"": ""island""}"
russky island,RU,"{""category"": ""island""}"
velikiy ustyug,RU,"{""category"": ""town""}"
pushkin,RU,"{""category"": ""town""}"
peterhof,RU,"{""category"": ""town""}"
lucerne,CH,"{""category"": ""city""}"
interlaken,CH,"{""category"": ""town""}"
zermatt,CH,"{""category"": ""town""}"
lugano,CH,"{""category"": ""city""}"
