entity,country_code,extra_info
울산대공원,KR,"{""category"": ""amusement_park""}"
Ulsan Grand Park,KR,"{""category"": ""amusement_park""}"
동촌파크광장놀이공원,KR,"{""category"": ""amusement_park""}"
Dongchon Park Plaza Amusement Park,KR,"{""category"": ""amusement_park""}"
스파크랜드,KR,"{""category"": ""amusement_park""}"
Sparkland,KR,"{""category"": ""amusement_park""}"
아르떼 수성랜드,KR,"{""category"": ""amusement_park""}"
Arte Suseong Land,KR,"{""category"": ""amusement_park""}"
이월드,KR,"{""category"": ""amusement_park""}"
E-World,KR,"{""category"": ""amusement_park""}"
롯데워터파크 김해,KR,"{""category"": ""amusement_park""}"
Lotte Water Park Gimhae,KR,"{""category"": ""amusement_park""}"
통도환타지아,KR,"{""category"": ""amusement_park""}"
Tongdo Fantasia,KR,"{""category"": ""amusement_park""}"
당항포관광지,KR,"{""category"": ""amusement_park""}"
Danghangpo Tourist Site,KR,"{""category"": ""amusement_park""}"
경주월드,KR,"{""category"": ""amusement_park""}"
Gyeongju World,KR,"{""category"": ""amusement_park""}"
로봇랜드,KR,"{""category"": ""amusement_park""}"
Robot Land,KR,"{""category"": ""amusement_park""}"
가야랜드,KR,"{""category"": ""amusement_park""}"
Gayaland,KR,"{""category"": ""amusement_park""}"
장수조이월드,KR,"{""category"": ""amusement_park""}"
Jangsu Joy World,KR,"{""category"": ""amusement_park""}"
금오랜드,KR,"{""category"": ""amusement_park""}"
Gumi Geumo Land,KR,"{""category"": ""amusement_park""}"
에코랜드 테마파크,KR,"{""category"": ""amusement_park""}"
Ecoland Theme Park,KR,"{""category"": ""amusement_park""}"
신화테마파크,KR,"{""category"": ""amusement_park""}"
Shinhwa Theme Park,KR,"{""category"": ""amusement_park""}"
용마랜드,KR,"{""category"": ""amusement_park""}"
Yongma Land,KR,"{""category"": ""amusement_park""}"
한국민속촌,KR,"{""category"": ""amusement_park""}"
Korean Folk Village,KR,"{""category"": ""amusement_park""}"
코코몽에코파크 용인점,KR,"{""category"": ""amusement_park""}"
Cocomong Eco Park Yongin,KR,"{""category"": ""amusement_park""}"
다이노베이,KR,"{""category"": ""amusement_park""}"
Dino Bay,KR,"{""category"": ""amusement_park""}"
섬진강기차마을드림랜드,KR,"{""category"": ""amusement_park""}"
Seomjin River Train Village Dream Land,KR,"{""category"": ""amusement_park""}"
스머프 매직 포레스트 안양점,KR,"{""category"": ""amusement_park""}"
Smurf Magic Forest Anyang,KR,"{""category"": ""amusement_park""}"
오션월드,KR,"{""category"": ""amusement_park""}"
Ocean World,KR,"{""category"": ""amusement_park""}"
영주 어드벤처 캐슬,KR,"{""category"": ""amusement_park""}"
Yeongju Adventure Castle,KR,"{""category"": ""amusement_park""}"
포레스트 공룡사파리,KR,"{""category"": ""amusement_park""}"
Forest Dinosaur Safari,KR,"{""category"": ""amusement_park""}"
벨포레놀이동산,KR,"{""category"": ""amusement_park""}"
Belleforet Amusement park,KR,"{""category"": ""amusement_park""}"
김천추풍령테마파크,KR,"{""category"": ""amusement_park""}"
Gimcheon Chupungryeong Theme Park,KR,"{""category"": ""amusement_park""}"
여수 유월드 루지 테마파크,KR,"{""category"": ""amusement_park""}"
Yeosu U-World Luge Theme Park,KR,"{""category"": ""amusement_park""}"
김해가야테마파크,KR,"{""category"": ""amusement_park""}"
Gimhae Gaya Theme Park,KR,"{""category"": ""amusement_park""}"
놀자숲 테마파크,KR,"{""category"": ""amusement_park""}"
Play Forest Theme Park,KR,"{""category"": ""amusement_park""}"
군파크 루지 테마파크,KR,"{""category"": ""amusement_park""}"
Gun Park Luge Theme Park,KR,"{""category"": ""amusement_park""}"
원마운트,KR,"{""category"": ""amusement_park""}"
One Mount,KR,"{""category"": ""amusement_park""}"
삽교호놀이동산,KR,"{""category"": ""amusement_park""}"
Sapgyoho Amusement Park,KR,"{""category"": ""amusement_park""}"
원더박스,KR,"{""category"": ""amusement_park""}"
Wonderbox,KR,"{""category"": ""amusement_park""}"
천안상록리조트상록랜드,KR,"{""category"": ""amusement_park""}"
Cheonan Sangnok Resort Sangnok Land,KR,"{""category"": ""amusement_park""}"
임실치즈테마파크,KR,"{""category"": ""amusement_park""}"
Imsil Cheese Theme Park,KR,"{""category"": ""amusement_park""}"
헬로키티아일랜드,KR,"{""category"": ""amusement_park""}"
Hello Kitty Island,KR,"{""category"": ""amusement_park""}"
퍼스트가든,KR,"{""category"": ""amusement_park""}"
First Garden,KR,"{""category"": ""amusement_park""}"
한국문화테마파크,KR,"{""category"": ""amusement_park""}"
Korean Culture Theme Park,KR,"{""category"": ""amusement_park""}"
충주라바랜드,KR,"{""category"": ""amusement_park""}"
Chungju Lavaland,KR,"{""category"": ""amusement_park""}"
스머프 매직 포레스트 강남점,KR,"{""category"": ""amusement_park""}"
Smurf Magic Forest Gangnam,KR,"{""category"": ""amusement_park""}"
안양워터랜드,KR,"{""category"": ""amusement_park""}"
Anyang Waterland,KR,"{""category"": ""amusement_park""}"
송파파크하비오워터킹덤워터파크&찜질스파,KR,"{""category"": ""amusement_park""}"
Songpa Park Havio Water Kingdom Water Park & Jjimjil Spa,KR,"{""category"": ""amusement_park""}"
SeaLaLa워터파크,KR,"{""category"": ""amusement_park""}"
SeaLaLa Water Park,KR,"{""category"": ""amusement_park""}"
웅진플레이도시,KR,"{""category"": ""amusement_park""}"
Woongjin Play City,KR,"{""category"": ""amusement_park""}"
썬밸리 워터파크,KR,"{""category"": ""amusement_park""}"
Sun Valley Water Park,KR,"{""category"": ""amusement_park""}"
소노벨 천안 오션어드벤처,KR,"{""category"": ""amusement_park""}"
Sonovel Cheonan Ocean Adventure,KR,"{""category"": ""amusement_park""}"
천안상록리조트아쿠아피아,KR,"{""category"": ""amusement_park""}"
Cheonan Sangnok Aquapia,KR,"{""category"": ""amusement_park""}"
스플라스 온천 워터파크,KR,"{""category"": ""amusement_park""}"
Splas Hot Springs Water Park,KR,"{""category"": ""amusement_park""}"
캐리비안베이,KR,"{""category"": ""amusement_park""}"
Caribbean Bay,KR,"{""category"": ""amusement_park""}"
하이원 워터월드,KR,"{""category"": ""amusement_park""}"
High1 Water World,KR,"{""category"": ""amusement_park""}"
아쿠아플라넷 광교,KR,"{""category"": ""aquarium""}"
Aqua Planet Gwanggyo,KR,"{""category"": ""aquarium""}"
코엑스아쿠아리움,KR,"{""category"": ""aquarium""}"
Coex Aquarium,KR,"{""category"": ""aquarium""}"
대구아쿠아리움,KR,"{""category"": ""aquarium""}"
Daegu Aquarium,KR,"{""category"": ""aquarium""}"
롯데월드아쿠아리움,KR,"{""category"": ""aquarium""}"
LOTTE WORLD AQUARIUM,KR,"{""category"": ""aquarium""}"
대전엑스포아쿠아리움,KR,"{""category"": ""aquarium""}"
Daejeon Expo Aquarium,KR,"{""category"": ""aquarium""}"
아라마루아쿠아리움,KR,"{""category"": ""aquarium""}"
Aramaru Aquarium,KR,"{""category"": ""aquarium""}"
플레이아쿠아리움부천,KR,"{""category"": ""aquarium""}"
PLAY AQUARIUM BUCHEON,KR,"{""category"": ""aquarium""}"
다누리아쿠아리움,KR,"{""category"": ""aquarium""}"
Danuri Aquarium,KR,"{""category"": ""aquarium""}"
씨라이프부산아쿠아리움,KR,"{""category"": ""aquarium""}"
Sea Life Busan Aquarium,KR,"{""category"": ""aquarium""}"
몬스터리움,KR,"{""category"": ""aquarium""}"
Monsterrium,KR,"{""category"": ""aquarium""}"
아쿠아플라넷제주,KR,"{""category"": ""aquarium""}"
Aqua Planet Jeju,KR,"{""category"": ""aquarium""}"
울진아쿠아리움,KR,"{""category"": ""aquarium""}"
Uljin Aquarium,KR,"{""category"": ""aquarium""}"
아쿠아플라넷여수,KR,"{""category"": ""aquarium""}"
Aqua Planet Yeosu,KR,"{""category"": ""aquarium""}"
대전아쿠아리움,KR,"{""category"": ""aquarium""}"
Daejeon Aquarium,KR,"{""category"": ""aquarium""}"
아쿠아플라넷일산,KR,"{""category"": ""aquarium""}"
Aqua Planet ILSAN,KR,"{""category"": ""aquarium""}"
경포아쿠아리움,KR,"{""category"": ""aquarium""}"
Gyeongpo Aquarium,KR,"{""category"": ""aquarium""}"
거제씨월드,KR,"{""category"": ""aquarium""}"
Geoje Sea World,KR,"{""category"": ""aquarium""}"
충북아쿠아리움,KR,"{""category"": ""aquarium""}"
Chungbuk Aquarium,KR,"{""category"": ""aquarium""}"
마린사운드,KR,"{""category"": ""aquarium""}"
Marine Sound,KR,"{""category"": ""aquarium""}"
자호천생태학교,KR,"{""category"": ""aquarium""}"
Jahocheon Ecological School,KR,"{""category"": ""aquarium""}"
국립수목원,KR,"{""category"": ""arboretum""}"
Korea National Arboretum,KR,"{""category"": ""arboretum""}"
서울식물원,KR,"{""category"": ""arboretum""}"
Seoul Botanic Park,KR,"{""category"": ""arboretum""}"
국립백두대간수목원,KR,"{""category"": ""arboretum""}"
Baekdudaegan National Arboretum,KR,"{""category"": ""arboretum""}"
제이드가든수목원,KR,"{""category"": ""arboretum""}"
Jade Garden Arboretum,KR,"{""category"": ""arboretum""}"
강릉솔향수목원,KR,"{""category"": ""arboretum""}"
Gangneung Solhyang Arboretum,KR,"{""category"": ""arboretum""}"
전남대학교수목원,KR,"{""category"": ""arboretum""}"
Chonnam National university Arboretum,KR,"{""category"": ""arboretum""}"
청산수목원,KR,"{""category"": ""arboretum""}"
Cheongsan Arboretum,KR,"{""category"": ""arboretum""}"
설악산자생식물원,KR,"{""category"": ""arboretum""}"
Seoraksan Mountain native arboretum,KR,"{""category"": ""arboretum""}"
무궁화수목원,KR,"{""category"": ""arboretum""}"
Mugunghwa arboretum,KR,"{""category"": ""arboretum""}"
진해보타닉뮤지엄,KR,"{""category"": ""arboretum""}"
JinHae Botanic Museum,KR,"{""category"": ""arboretum""}"
경상북도수목원,KR,"{""category"": ""arboretum""}"
Gyeongsangbukdo Arboretum,KR,"{""category"": ""arboretum""}"
아홉산숲,KR,"{""category"": ""arboretum""}"
Ahopsansup Forest,KR,"{""category"": ""arboretum""}"
일산호수공원선인장전시관,KR,"{""category"": ""arboretum""}"
Cactus Exhibition,KR,"{""category"": ""arboretum""}"
청암분재,KR,"{""category"": ""arboretum""}"
Cheongam bonsai,KR,"{""category"": ""arboretum""}"
구름위의산책농원,KR,"{""category"": ""arboretum""}"
Cloudy Walk Farm,KR,"{""category"": ""arboretum""}"
국립세종수목원,KR,"{""category"": ""arboretum""}"
Sejong National Arboretum,KR,"{""category"": ""arboretum""}"
대가야수목원,KR,"{""category"": ""arboretum""}"
Daegaya Arboretum,KR,"{""category"": ""arboretum""}"
더그림,KR,"{""category"": ""arboretum""}"
The Grim,KR,"{""category"": ""arboretum""}"
산들소리,KR,"{""category"": ""arboretum""}"
Sound of the breeze,KR,"{""category"": ""arboretum""}"
아라크노피아생태수목원,KR,"{""category"": ""arboretum""}"
Arachnopia Ecological Arboretum,KR,"{""category"": ""arboretum""}"
가산수피아,KR,"{""category"": ""arboretum""}"
Gasan Sufia,KR,"{""category"": ""arboretum""}"
매창식물원,KR,"{""category"": ""arboretum""}"
Maechang Botanical Garden,KR,"{""category"": ""arboretum""}"
물향기수목원,KR,"{""category"": ""arboretum""}"
Mulhyanggi Arboretum,KR,"{""category"": ""arboretum""}"
거창창포원,KR,"{""category"": ""arboretum""}"
Geochang Changpowon,KR,"{""category"": ""arboretum""}"
새미동산,KR,"{""category"": ""arboretum""}"
Sammy Garden,KR,"{""category"": ""arboretum""}"
삼선산수목원,KR,"{""category"": ""arboretum""}"
Samseonsan Arboretum,KR,"{""category"": ""arboretum""}"
금강수목원,KR,"{""category"": ""arboretum""}"
Geumgang Arboretum,KR,"{""category"": ""arboretum""}"
서울대공원식물원,KR,"{""category"": ""arboretum""}"
Seoul Grand Park Botanical Garden,KR,"{""category"": ""arboretum""}"
경주허브랜드식물원,KR,"{""category"": ""arboretum""}"
Gyeongju Herbland Botanical Garden,KR,"{""category"": ""arboretum""}"
제주허브동산,KR,"{""category"": ""arboretum""}"
Jeju Herb Garden,KR,"{""category"": ""arboretum""}"
바다향기수목원,KR,"{""category"": ""arboretum""}"
Sea Scent Arboretum,KR,"{""category"": ""arboretum""}"
미동산수목원,KR,"{""category"": ""arboretum""}"
Midongsan Arboretum,KR,"{""category"": ""arboretum""}"
동화마을수목원,KR,"{""category"": ""arboretum""}"
Donghwa Village Arboretum,KR,"{""category"": ""arboretum""}"
이안숲속,KR,"{""category"": ""arboretum""}"
Iain Forest,KR,"{""category"": ""arboretum""}"
토종테마전시포식물원,KR,"{""category"": ""arboretum""}"
Native Theme Exhibition Plants,KR,"{""category"": ""arboretum""}"
밀양아리랑수목원,KR,"{""category"": ""arboretum""}"
Miryang Arirang Arboretum,KR,"{""category"": ""arboretum""}"
천개의향나무숲,KR,"{""category"": ""arboretum""}"
Thousand Juniper Forest,KR,"{""category"": ""arboretum""}"
연암수목원,KR,"{""category"": ""arboretum""}"
Yeonam Arboretum,KR,"{""category"": ""arboretum""}"
운동골수목원,KR,"{""category"": ""arboretum""}"
undonggol Arboretum,KR,"{""category"": ""arboretum""}"
승림식물원,KR,"{""category"": ""arboretum""}"
Seunglim Botanical Garden,KR,"{""category"": ""arboretum""}"
서울대 관악수목원,KR,"{""category"": ""arboretum""}"
Seoul National University Gwanak Arboret,KR,"{""category"": ""arboretum""}"
강원특별자치도속초 설악산자생식물원,KR,"{""category"": ""arboretum""}"
Seoraksan Native Botanical Garden,KR,"{""category"": ""arboretum""}"
호남식물원,KR,"{""category"": ""arboretum""}"
Honam Botanical Garden,KR,"{""category"": ""arboretum""}"
우리꽃식물원,KR,"{""category"": ""arboretum""}"
Hwaseong Urikkot Botanical Garden,KR,"{""category"": ""arboretum""}"
부천호수식물원수피아,KR,"{""category"": ""arboretum""}"
Bucheon Lake Botanic Park,KR,"{""category"": ""arboretum""}"
동천자연식물원,KR,"{""category"": ""arboretum""}"
Dongcheon Botanical Garden,KR,"{""category"": ""arboretum""}"
한택식물원,KR,"{""category"": ""arboretum""}"
Hantaek Botanical Garden,KR,"{""category"": ""arboretum""}"
별난수목원,KR,"{""category"": ""arboretum""}"
byeolnan Arboretum,KR,"{""category"": ""arboretum""}"
베스트수목원,KR,"{""category"": ""arboretum""}"
Best Arboretum,KR,"{""category"": ""arboretum""}"
경주둥궁원,KR,"{""category"": ""arboretum""}"
Donggungwon,KR,"{""category"": ""arboretum""}"
아담원,KR,"{""category"": ""arboretum""}"
Adam-Won,KR,"{""category"": ""arboretum""}"
섬이정원,KR,"{""category"": ""arboretum""}"
Seomi Garden,KR,"{""category"": ""arboretum""}"
울산테마식물수목원,KR,"{""category"": ""arboretum""}"
Theme Botanic Gardens＆Arboretum,KR,"{""category"": ""arboretum""}"
울산들꽃학습원,KR,"{""category"": ""arboretum""}"
Ulsan Wild Flowers Leaning Center,KR,"{""category"": ""arboretum""}"
장생포고래문화마을수국정원,KR,"{""category"": ""arboretum""}"
Whale Culture Village Hydrangea Garden,KR,"{""category"": ""arboretum""}"
자연과아이들,KR,"{""category"": ""arboretum""}"
nature and children,KR,"{""category"": ""arboretum""}"
울산수목원,KR,"{""category"": ""arboretum""}"
Theme Botanic Gardens＆Arboretum,KR,"{""category"": ""arboretum""}"
카멜리아힐,KR,"{""category"": ""arboretum""}"
Camellia Hill Botanical Garden,KR,"{""category"": ""arboretum""}"
여미지식물원,KR,"{""category"": ""arboretum""}"
Yeomiji Botanical Garden,KR,"{""category"": ""arboretum""}"
마노르블랑,KR,"{""category"": ""arboretum""}"
Manor Blanc,KR,"{""category"": ""arboretum""}"
가시림수목원,KR,"{""category"": ""arboretum""}"
Gasilim,KR,"{""category"": ""arboretum""}"
제주동백수목원,KR,"{""category"": ""arboretum""}"
Jeju Camellia Arboretum,KR,"{""category"": ""arboretum""}"
상효원수목원,KR,"{""category"": ""arboretum""}"
Sanghyowon Botanical Garden,KR,"{""category"": ""arboretum""}"
동백포레스트,KR,"{""category"": ""arboretum""}"
Camellia Forest,KR,"{""category"": ""arboretum""}"
일월 수목원,KR,"{""category"": ""arboretum""}"
January Arboretum,KR,"{""category"": ""arboretum""}"
창원수목원,KR,"{""category"": ""arboretum""}"
Changwon Arboretum,KR,"{""category"": ""arboretum""}"
기청산식물원,KR,"{""category"": ""arboretum""}"
Key-Chungsan Botanical Garden,KR,"{""category"": ""arboretum""}"
한밭수목원,KR,"{""category"": ""arboretum""}"
Hanbat Arboretum,KR,"{""category"": ""arboretum""}"
로미지안가든,KR,"{""category"": ""arboretum""}"
Romyzian Garden,KR,"{""category"": ""arboretum""}"
백두대간생태수목원,KR,"{""category"": ""arboretum""}"
Baekdudaegan National Arboretum,KR,"{""category"": ""arboretum""}"
황학산수목원,KR,"{""category"": ""arboretum""}"
Yeoju Hwanghaksan Arboretum,KR,"{""category"": ""arboretum""}"
신구대학교식물원,KR,"{""category"": ""arboretum""}"
Shingu Botanic Garden,KR,"{""category"": ""arboretum""}"
성남시식물원,KR,"{""category"": ""arboretum""}"
Eunhaeng Botanical Garden,KR,"{""category"": ""arboretum""}"
세아수목원,KR,"{""category"": ""arboretum""}"
Seah Arboretum,KR,"{""category"": ""arboretum""}"
해남포레스트수목원,KR,"{""category"": ""arboretum""}"
Haenam Forest Arboretum,KR,"{""category"": ""arboretum""}"
원광대학교자연식물원,KR,"{""category"": ""arboretum""}"
Wonkwang University Natural Botanical Garden,KR,"{""category"": ""arboretum""}"
솔트리수목원,KR,"{""category"": ""arboretum""}"
Saltry Arboretum,KR,"{""category"": ""arboretum""}"
늘푸른수목원,KR,"{""category"": ""arboretum""}"
Neulpureun Arboretum,KR,"{""category"": ""arboretum""}"
해그늘식물원,KR,"{""category"": ""arboretum""}"
Haegaeul Botanical Garden,KR,"{""category"": ""arboretum""}"
자굴산치유수목원,KR,"{""category"": ""arboretum""}"
Jagulsan Healing Arboretum,KR,"{""category"": ""arboretum""}"
갓바위자생식물원,KR,"{""category"": ""arboretum""}"
Gatbawi Natural Botanical Garden,KR,"{""category"": ""arboretum""}"
흥릉시험림(흥릉숲),KR,"{""category"": ""arboretum""}"
Hongneung Forest,KR,"{""category"": ""arboretum""}"
방림원,KR,"{""category"": ""arboretum""}"
Banglim-Won,KR,"{""category"": ""arboretum""}"
생각하는정원,KR,"{""category"": ""arboretum""}"
Spirited Garden,KR,"{""category"": ""arboretum""}"
공룡나라식물원,KR,"{""category"": ""arboretum""}"
Dinosaur Country Botanical Garden,KR,"{""category"": ""arboretum""}"
한나수목원,KR,"{""category"": ""arboretum""}"
Hanna Arboretum,KR,"{""category"": ""arboretum""}"
대구수목원,KR,"{""category"": ""arboretum""}"
Daegu Arboretum,KR,"{""category"": ""arboretum""}"
아를테마수목원,KR,"{""category"": ""arboretum""}"
Arles Theme Arboretum,KR,"{""category"": ""arboretum""}"
정남진수목원,KR,"{""category"": ""arboretum""}"
Jeongnamjin Arboretum,KR,"{""category"": ""arboretum""}"
창경궁자생식물학습장,KR,"{""category"": ""arboretum""}"
Changgyeonggung Natural Plant Learning Center,KR,"{""category"": ""arboretum""}"
한림공원아열대식물원,KR,"{""category"": ""arboretum""}"
Hallym Park Subtropical Botanical Garden,KR,"{""category"": ""arboretum""}"
속리산자생식물원,KR,"{""category"": ""arboretum""}"
Songnisan Natural Botanical Garden,KR,"{""category"": ""arboretum""}"
내장산수목원,KR,"{""category"": ""arboretum""}"
Naejangsan Arboretum,KR,"{""category"": ""arboretum""}"
특정자생식물원,KR,"{""category"": ""arboretum""}"
Specific self-sustaining botanical garden,KR,"{""category"": ""arboretum""}"
스테이수목원,KR,"{""category"": ""arboretum""}"
Stay Arboretum,KR,"{""category"": ""arboretum""}"
울릉자생식물원,KR,"{""category"": ""arboretum""}"
Ulleung Natural Botanical Garden,KR,"{""category"": ""arboretum""}"
영흥수목원,KR,"{""category"": ""arboretum""}"
Yeongheung Arboretum,KR,"{""category"": ""arboretum""}"
등대식물원,KR,"{""category"": ""arboretum""}"
Lighthouse Botanical Garden,KR,"{""category"": ""arboretum""}"
과천야생화자연학습장,KR,"{""category"": ""arboretum""}"
Gwacheon Wildflower Nature Learning Center,KR,"{""category"": ""arboretum""}"
서울대학교 농업생명과학대학 수원수목원,KR,"{""category"": ""arboretum""}"
Seoul National University College of Agriculture and Life Sciences,KR,"{""category"": ""arboretum""}"
대전오월드플라워랜드,KR,"{""category"": ""arboretum""}"
Daejeon O-World Flower Land,KR,"{""category"": ""arboretum""}"
천왕산가족캠핑장,KR,"{""category"": ""campsite""}"
Cheonwangsan Family Campground,KR,"{""category"": ""campsite""}"
서울숲여름캠핑장,KR,"{""category"": ""campsite""}"
Seoul Forest Summer Campground,KR,"{""category"": ""campsite""}"
앵봉산가족캠핑장,KR,"{""category"": ""campsite""}"
Aengbongsan Family Campground,KR,"{""category"": ""campsite""}"
강동그린웨이 가족캠핑장,KR,"{""category"": ""campsite""}"
Gangdong Greenway Family Campground,KR,"{""category"": ""campsite""}"
노을캠핑장,KR,"{""category"": ""campsite""}"
Noeul Camping Site,KR,"{""category"": ""campsite""}"
중랑캠핑숲,KR,"{""category"": ""campsite""}"
Jungnang Camping Forest,KR,"{""category"": ""campsite""}"
난지캠핑장,KR,"{""category"": ""campsite""}"
Nanji Camp Ground,KR,"{""category"": ""campsite""}"
캠프팔봉,KR,"{""category"": ""campsite""}"
Camp Palbong,KR,"{""category"": ""campsite""}"
코코캠핑,KR,"{""category"": ""campsite""}"
Coco Camping,KR,"{""category"": ""campsite""}"
탄금호야영장,KR,"{""category"": ""campsite""}"
Tangeum Lake Campsite,KR,"{""category"": ""campsite""}"
소나무숲아래,KR,"{""category"": ""campsite""}"
Under the pine forest,KR,"{""category"": ""campsite""}"
하너미캠핑장,KR,"{""category"": ""campsite""}"
Hanami Camping Ground,KR,"{""category"": ""campsite""}"
요카카캠핑장,KR,"{""category"": ""campsite""}"
Yokaka Campground,KR,"{""category"": ""campsite""}"
천등산캠핑장,KR,"{""category"": ""campsite""}"
Cheondeungsan Camping Site,KR,"{""category"": ""campsite""}"
카이로스 캠핑장,KR,"{""category"": ""campsite""}"
Cairos Campground,KR,"{""category"": ""campsite""}"
충주카누캠핑장,KR,"{""category"": ""campsite""}"
Chungju Canoe Camping Site,KR,"{""category"": ""campsite""}"
양주시미술관옆캠핑장,KR,"{""category"": ""campsite""}"
Yangju Campground,KR,"{""category"": ""campsite""}"
섬진강향가오토캠핑장,KR,"{""category"": ""campsite""}"
Seomjingang River Hyangga Auto Camping Site,KR,"{""category"": ""campsite""}"
한강공원난지캠핑장,KR,"{""category"": ""campsite""}"
Han River Park Nanji Campground,KR,"{""category"": ""campsite""}"
킨텍스캠핑장,KR,"{""category"": ""campsite""}"
KINTEX Campground,KR,"{""category"": ""campsite""}"
문장대오토캠핑장,KR,"{""category"": ""campsite""}"
Munjangdae Auto Camping Site,KR,"{""category"": ""campsite""}"
문장대사계절캠핑장,KR,"{""category"": ""campsite""}"
Munjangdaesa Seasonal Camping Site,KR,"{""category"": ""campsite""}"
상소오토캠핑장,KR,"{""category"": ""campsite""}"
Sangso Auto Camping Site,KR,"{""category"": ""campsite""}"
구리토평가족캠핑장,KR,"{""category"": ""campsite""}"
Guri Topyeong Family Campground,KR,"{""category"": ""campsite""}"
광주시민의숲야영장,KR,"{""category"": ""campsite""}"
Gwangju Citizens'' Forest Campground,KR,"{""category"": ""campsite""}"
국립검봉산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Geombongsan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
국립산음자연휴양림야영장,KR,"{""category"": ""campsite""}"
Saneum National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
국립두타산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Dutasan National Recreational Forest,KR,"{""category"": ""campsite""}"
국립신불산폭포자연휴양림야영장,KR,"{""category"": ""campsite""}"
Sinbulsan Falls Natural Recreation Forest Campground,KR,"{""category"": ""campsite""}"
국립오서산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Oseosan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
국립검마산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Geommasan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
교래자연휴양림야영장,KR,"{""category"": ""campsite""}"
Gyorae Natural Recreation Forest Campground,KR,"{""category"": ""campsite""}"
국립덕유산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Deogyusan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
국립대야산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Daeyasan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
국립가리왕산자연휴양림야영장,KR,"{""category"": ""campsite""}"
National Gariwangsan Natural Recreation Forest Campground,KR,"{""category"": ""campsite""}"
국립유명산자연휴양림야영장,KR,"{""category"": ""campsite""}"
Yumyeongsan National Recreational Forest Campground,KR,"{""category"": ""campsite""}"
상동선바위골국민여가캠핑장,KR,"{""category"": ""campsite""}"
Sangdong Seonbawigol National Leisure Campground,KR,"{""category"": ""campsite""}"
정선군생태체험학습장야영장,KR,"{""category"": ""campsite""}"
Jeongseon-gun Ecological Experience Learning Center Campground,KR,"{""category"": ""campsite""}"
정읍시내장산국민여가캠핑장,KR,"{""category"": ""campsite""}"
Jeongeup Naejangsan National Leisure Campground,KR,"{""category"": ""campsite""}"
졸드루야영장,KR,"{""category"": ""campsite""}"
Joldeuru Campground,KR,"{""category"": ""campsite""}"
줄포만갯벌생태공원캠핑장,KR,"{""category"": ""campsite""}"
Julpo Bay Tidal Flat Ecological Park Camping Site,KR,"{""category"": ""campsite""}"
